idade,cpf,rg,altura,peso
74,72930541814,42976697,176,58
47,59107684339,11276854,192,80
35,98167430510,81372486,153,92
19,85673214928,36682679,183,96
39,90723158630,93600789,151,94
39,35198627437,93265701,156,64
37,96813047213,78718430,152,99
21,29534071625,87377269,180,73
68,51487092350,46128837,186,62
79,74130298550,30782924,154,85
28,40823165906,23741233,196,69
73,65078219340,64359475,163,74
68,78923560456,74633676,199,70
65,18547306226,11018251,186,98
31,64579132025,52141766,195,81
88,46503981775,40446388,198,63
65,49658123791,38499102,166,60
23,18239064787,26903130,195,100
33,32865940160,55156362,192,56
54,58742619076,33758966,166,59
78,52607914361,32220575,169,68
60,95261780330,49585774,159,87
67,05124396725,51979780,165,59
41,84627031580,85871436,156,66
44,12675493007,89743499,163,95
28,46359782146,41316541,199,97
41,17649203506,48641306,193,99
24,89021534606,52342733,180,51
68,61097854230,26570802,191,66
57,59743268146,38024456,155,72
89,80563794283,28205266,163,75
21,04983726187,90634079,186,87
61,20359184642,60346106,153,82
30,08132467922,91270296,197,56
37,67524018967,19742230,156,86
59,50731896203,23940966,182,54
32,63702819568,49584065,178,82
77,08975264300,20538838,181,56
60,53140697252,45141028,166,54
43,89541762085,77743615,190,61
26,04156729370,89445988,155,79
88,46920537800,35276488,184,94
50,97264351025,95524260,172,100
43,51360842942,96389729,188,88
81,34129087541,73330440,194,69
43,86075914366,87629602,176,97
75,48302679500,65479829,185,54
45,74298136582,46510323,168,57
40,97816340575,46072964,196,88
42,36791084278,78397147,158,89
30,42531809732,58344262,154,90
47,30218649703,52540980,185,98
46,46785103975,51795502,180,91
41,69218350730,98595352,160,51
62,46750982310,80703498,158,82
39,51809736277,58734930,186,57
53,81359267409,73335736,164,75
88,59102637812,88688527,197,77
61,71532804644,30929118,194,51
33,29568134719,69719458,176,82
81,04956713800,91461071,191,62
50,04937658247,41184104,175,55
82,81037624904,70124414,196,55
19,17438690539,95828692,166,56
76,27091358686,22691628,195,64
38,20587364947,92893782,166,75
45,82670945120,91203868,199,87
80,54762019801,43636394,178,96
79,20316547999,39237505,157,75
29,23581960451,14781061,169,87
50,35206897400,28773001,181,89
28,07689245374,30586229,174,77
77,03627894529,83556028,181,71
66,83549671075,71348650,168,69
41,81069743593,18672694,199,63
20,42306517916,98493852,195,64
67,68172390440,14268580,170,55
78,30458762938,15229034,178,84
33,31452967873,79920333,154,87
77,53184609766,85653001,198,61
38,35419286033,67742394,180,58
51,35698104700,79020543,181,51
29,94368721519,62684108,181,89
36,67528341991,55463063,184,75
64,49103758648,88137000,181,75
55,70142586994,45752867,173,78
32,31985072602,83203007,175,75
20,72468593146,73567673,186,67
24,04379816575,98940859,184,92
60,71359462007,68551003,169,79
69,24531790804,80094568,182,100
43,64271938050,50993174,198,61
70,51639428755,63733444,193,93
88,97406832583,65569094,172,68
67,18390275686,79104762,187,54
81,02964183740,69040499,175,56
33,94627138555,50823556,153,99
29,95630472143,46912138,199,95
43,39472068529,19383973,185,89
75,79621083559,86298253,195,53
54,94386275100,32350361,177,99
56,67143205907,64178929,158,65
25,18524936070,21827465,186,69
58,68925470101,87157831,173,56
90,74296308122,15262113,170,77
31,13480527671,57945915,167,68
53,56912804730,30690598,195,55
71,92486375155,65500759,153,98
75,07914635839,61534958,180,61
29,70134568290,76915671,155,75
73,86745219085,57129766,168,78
60,53719608212,99891712,189,80
64,78921563482,39587672,167,73
71,02867495300,56030500,199,70
66,43695078200,37653170,198,67
90,17258960368,11289585,160,93
82,63094728103,52983873,181,84
77,24783695083,64090435,184,97
57,29105746361,97421960,199,96
80,06138479203,77826025,189,63
49,62093845792,31067927,171,61
27,81093754214,27347764,158,88
67,78305642992,18410118,154,50
33,06953174820,82909588,200,84
76,05169324898,73358825,171,78
31,08549716375,85665647,165,99
47,28096713540,28564095,200,64
86,73940612804,16631619,181,73
80,57126938012,22630531,169,80
28,85713249050,37100016,158,75
71,43712908504,53682870,160,85
52,12397605821,64912161,193,100
62,48517936000,32835457,172,94
73,21897035497,30812876,172,72
67,15798462030,79981484,151,52
67,43056719216,57468467,185,100
89,30742651916,66208848,189,75
48,93805647247,67639606,182,89
90,69542873000,27980462,197,54
68,85432716909,51745769,199,99
85,43817296096,59192685,187,80
37,27834519050,74822456,153,68
33,01287936431,96175949,173,73
38,43715096810,56423506,184,86
25,20893456756,18993541,194,70
52,31640879269,71615600,183,61
37,62974351891,61173844,181,59
73,21963750470,24897125,196,68
62,12069847594,38411885,163,80
40,67102953461,95417839,173,72
65,57941608294,75212738,156,98
77,45068917320,15446132,157,62
85,96485231773,86545958,162,93
43,39761082431,43739626,193,61
59,87651290402,13240470,197,67
40,54632891746,81832595,150,72
26,95034176866,61879772,198,85
57,32651780995,33283675,200,52
51,62078341940,94407366,187,92
30,75293468065,19278166,166,60
89,72139086422,32018079,199,99
42,42593108606,83545612,169,95
36,38210954741,62784668,193,60
63,31586274937,15323300,198,66
73,71654092380,26355910,177,69
42,37049812650,42547593,153,72
86,35091784241,15876017,198,63
76,47168359282,22919184,187,59
41,21067539425,56563772,187,74
57,76142830904,12618682,191,65
34,16348097269,18464943,200,65
90,01637428553,48402786,188,57
66,51208769430,91088762,179,94
24,24609381796,65335615,176,73
39,83269705140,96774604,150,96
18,63971820450,57312976,153,51
32,90814523714,89694696,194,66
58,72901365868,14353795,174,100
23,47593280683,17012202,156,65
48,28549703656,99844389,189,97
74,20867514949,42615774,194,80
78,85273491673,57032484,167,99
67,01248956702,81932853,191,97
60,04531967801,56422203,197,75
54,25739406161,20787557,175,53
60,48325976047,91895670,182,78
86,56817932491,23666991,165,81
33,96102578368,75876776,177,87
58,21946358070,20223302,189,75
45,51936408260,82074908,171,56
32,03715648244,46381423,183,66
37,17092468396,90171890,162,95
18,07136945801,53706081,200,96
33,29361048589,89351377,162,95
90,12946830713,44734575,194,85
26,73562108435,57723354,171,52
80,97316428546,11212711,160,90
58,58496701220,71867453,161,99
44,40816935793,33690019,161,69
88,51824306717,79740008,191,50
83,26159840398,63245357,166,85
24,62739154070,71520937,174,100
19,54138709223,30032734,176,80
65,71502386968,63412674,200,78
76,05742693800,36855909,171,61
21,62197580485,46343542,158,59
39,25348709123,33676258,160,50
39,86794351200,27670579,196,97
31,83025976438,27576037,163,70
21,74958162011,21345099,178,79
33,32465109707,31529550,179,71
75,23760491561,49369486,152,56
30,03217548914,56336107,176,52
69,65748201380,27762609,173,92
26,42750198305,92173477,178,58
41,87154032626,77049346,154,85
30,91453207643,96194595,196,92
34,36927485155,63982388,171,85
47,67509814294,69675383,181,93
30,52789340188,98424077,168,71
86,46591378219,87387619,150,56
62,30485672162,32561711,200,62
51,48670352974,67158303,154,74
43,13564728937,16623944,174,55
19,82630419703,53759839,193,87
38,12795043661,18590275,161,50
71,73491806240,72394238,198,68
41,39162850768,98714681,189,93
20,83670945229,32448846,193,68
59,37029846583,79492957,152,76
70,17960485348,36974649,167,85
38,57326048126,32780638,163,94
75,20573148988,97441501,175,58
80,37461802950,13939924,186,93
38,39621845700,40310680,184,76
22,90548217602,74954559,150,57
68,76580231912,23218054,193,50
57,17563204890,96394622,152,97
59,51760839221,47860273,191,82
84,72963045107,62013972,163,53
52,51849072388,53226143,168,73
62,97640213525,36056714,155,53
49,89021573423,85127337,168,68
62,26938401551,13081609,155,79
64,83021967540,27473964,179,81
54,20345169743,18499488,200,80
75,14326875062,14263327,156,62
51,87529310640,63582436,196,75
65,16347298546,14834453,191,64
63,58312794646,23681767,155,67
18,48396017204,98946280,175,59
47,74130689231,65556964,185,74
68,45231609706,71546604,171,60
83,49251370699,42953904,178,76
43,40839726538,18667141,197,65
40,59281074397,51575363,181,62
83,02341576907,59628670,169,54
42,14038572617,10742164,198,64
67,62843109515,27048117,191,76
89,68394750184,41704883,199,99
53,97645183209,41107439,151,81
19,19274035888,40396565,166,63
24,74906328547,27631134,157,86
38,81309457620,65211134,153,72
88,50984123660,65759966,165,81
71,51427089620,62093347,184,88
85,13824069750,25385889,196,67
41,81036452905,23260235,176,64
65,84391756200,73285272,150,63
21,92671350406,41062438,174,76
79,42379061599,74826034,171,56
62,87169302586,98464170,184,50
38,05918426370,52876231,178,95
29,10978452658,30278127,163,54
20,72195063416,16374038,158,96
72,39586142051,80924985,199,85
61,93752408197,29556718,158,88
45,47396201896,29290369,155,73
28,94306781593,38460800,158,99
68,03897465256,23247337,157,55
75,45193728600,59776839,171,52
28,26079314878,38697442,170,62
64,14367208931,10148341,193,87
39,57261843008,37244729,188,90
66,42370618922,40050451,167,99
56,06248159785,72902512,158,90
53,63742508938,11051781,180,62
81,97203586456,13597759,163,83
24,87021564317,26139251,181,66
67,04395826105,63912676,181,92
56,92543086170,14041296,154,51
27,32695084765,91559407,150,74
66,52931746061,64160518,171,72
79,97860421585,28953863,154,57
36,56791820411,45691055,157,92
51,30654291870,79802890,176,63
25,92316854737,75908733,168,75
71,75806914267,92977190,153,85
62,10587429658,56227417,167,66
29,53608712453,65749481,167,73
79,34510768290,81719870,195,75
63,53694728155,22349085,163,58
25,43692075170,13797968,159,54
42,97862150449,47073865,182,82
19,24108759397,84663684,180,55
47,04315276952,69603405,159,66
70,30264795199,67343570,165,68
34,47628390196,19883952,183,97
56,18364275909,19514134,161,68
88,02693587140,56505849,179,50
39,93142768564,57725803,169,57
70,46572130835,54929698,193,70
42,62584937000,20482693,160,81
63,80659324105,60402071,185,82
24,59167028330,91326816,160,97
70,18759643200,19752340,198,79
30,86047253180,18062055,158,74
68,25348691755,40057746,180,57
61,13986547010,34756242,182,61
41,47985326065,45208417,163,59
67,81250943779,65316362,199,80
25,49671502334,42366539,189,54
21,67432589038,32350294,168,54
37,09786421396,70480575,175,60
50,42978531088,64678168,198,73
82,08794235600,13965001,158,91
83,86157023490,19205782,189,88
38,46917238031,38666318,151,59
59,51034276808,41996747,162,82
75,61753209803,72384278,183,79
78,04368719557,41104470,192,79
25,43085672974,40218981,161,75
57,95086342783,77169814,160,93
68,82649107502,67668345,181,64
36,05236419743,39790902,188,50
51,68027419387,45537919,152,69
85,02713689422,35104713,174,96
75,71809623502,68063567,170,88
89,95701362434,24388424,193,71
35,56289317482,11712814,150,64
25,61295804360,67567487,165,82
88,93541607866,18015304,182,99
79,92367508429,68130753,177,95
38,08739415279,40889113,180,56
41,35148692782,49368487,180,88
56,04169823796,18877886,152,98
62,75304182626,57342567,169,85
30,61840975202,83821375,188,69
90,78042631553,53270526,190,59
43,52643981006,61731748,159,95
75,68530194233,86168025,166,68
72,73604591252,54293435,166,59
20,51703948610,99811832,161,97
60,56701289312,37971115,151,66
78,64052891767,90199975,190,55
73,57092836492,20596639,176,95
50,31462870996,97791777,155,75
29,14507863244,47880629,150,66
39,27594160380,61850605,166,55
70,06291573407,65726276,164,54
66,59280461389,18328731,163,95
49,76103958466,52122561,183,91
80,89560273159,26350783,180,53
73,03958624189,49680349,188,99
72,86109532703,75861108,171,98
62,24960875194,68926412,163,63
57,36258910424,18066823,185,54
36,78614950357,52944212,177,99
48,52940176361,22219997,182,77
75,61287049303,25642699,175,69
31,02857316453,64017345,197,74
25,96258417337,41298837,196,67
28,76981524058,11583047,154,62
33,45092167858,34738833,166,58
89,07398254610,99877952,184,100
75,54026731952,99363310,152,75
54,95743016801,14095519,161,70
45,65842903792,44432963,165,52
81,13092865740,22963730,151,81
43,47358192079,17428378,184,73
82,69430185233,41871669,154,90
54,39852401670,94680988,175,87
59,35784206974,15701687,187,90
50,59762310470,92806045,152,58
29,95378140250,66440752,165,57
26,09685341206,61665726,167,65
25,41576893219,19776042,180,64
50,75639024810,95479180,194,91
59,94827615020,19247195,164,100
61,32179065434,49681357,154,72
28,90835724638,87351080,172,92
72,89036574200,55068405,151,96
67,79056243152,99216755,182,65
19,52936817455,51719447,181,67
74,14276938546,31756343,163,60
57,53402871904,35995506,150,82
77,21786904594,78512863,194,68
53,12306749507,25973317,153,96
31,76803219496,69109568,200,57
24,28347609187,64478752,198,63
57,35706429847,53447108,158,53
64,02358147923,18196276,200,78
59,09481657230,88460155,171,57
77,32584976137,11278945,162,68
48,34690718296,50694197,178,55
51,24583169728,41334995,183,76
77,91845067258,41571365,162,67
19,13687025462,24475745,195,58
57,26483710950,26288514,152,96
69,80472963538,51316566,190,50
63,53984021704,60052576,186,85
64,31409578232,79948906,151,93
45,19304286506,41514372,170,93
67,38149605215,79734169,190,52
69,69572048120,90340126,176,60
58,39628740547,75171227,181,92
89,91635248728,85829343,153,97
69,03896547100,91505247,198,65
55,84795613001,91065440,176,68
65,78652390177,23269373,199,64
65,71682935086,97097373,152,62
75,05821436753,57892628,171,75
22,37816920512,69305075,188,90
39,62059817420,35078333,173,56
50,43160259706,33564042,164,91
46,45962381700,81893238,172,52
54,37025184950,14051029,156,71
77,16574290325,27064749,173,71
34,92317654855,62152431,194,67
39,13402967561,28037895,160,83
60,14637095280,98730711,151,76
53,36850297112,95923963,156,75
77,26149805794,16818608,191,82
49,72180634544,68283418,180,97
28,97086235121,19484794,191,100
28,87930512630,58992959,184,68
53,75926130425,98248303,176,99
25,80921534779,17543361,155,86
43,76531490225,84447000,198,78
36,30295147814,65821730,168,59
66,78912304550,31202992,193,60
72,62487903538,79878775,160,86
40,46390578229,94791535,168,99
40,59683104215,32425637,158,95
58,73519842041,89830851,166,87
48,01465789294,51465082,171,79
44,89164237087,18135010,174,93
90,04651972306,72553650,167,92
33,89075314639,99066283,178,62
83,54693210706,38040160,197,51
57,91305628721,85181079,157,81
23,31274698022,65647905,170,90
41,42873691069,62384112,199,57
66,54610837900,93170677,169,70
42,57034926107,88463562,169,100
54,60379548100,78641151,195,78
31,29534871664,56183410,166,97
57,24701389579,95808131,180,55
79,90785413693,34924408,174,61
57,41768052344,93525568,161,51
39,40152938788,84421513,192,65
48,65193824005,79520892,198,63
85,82519746319,46424964,173,90
19,75403289674,75258233,170,76
88,57382196003,16429290,160,85
87,64170328922,13675520,173,57
85,87901354232,26452996,166,86
31,24513768053,22408184,176,95
34,73261405880,80839008,195,65
54,53649107252,91938388,200,69
61,16504738262,30135174,179,80
80,74659820149,58801056,172,85
28,95304218698,13344894,161,93
25,96780315230,70855821,191,63
73,02395148741,21672351,199,63
56,42680753992,49408009,190,85
35,19835047260,25604531,150,89
84,42835071997,70945239,159,50
87,03849752674,70657965,173,65
76,28163450924,50819281,160,88
68,69081274511,56906613,171,88
86,81347092579,18416982,198,78
68,63758190401,60690872,173,64
57,96457210325,32053233,164,59
37,76809135286,74036584,189,84
35,36528710902,21527155,192,67
71,93501487223,41617388,186,88
50,58096427130,47575988,191,77
32,54910738657,41866917,154,80
29,29540873665,65809621,181,72
35,64951237016,44776972,189,51
36,56280793400,70157713,186,65
45,68192754391,18935551,165,66
60,86204719378,20173816,182,50
52,81049375610,80129053,181,77
32,08714569230,53464599,156,94
85,14205786344,75040262,151,58
27,63021749534,20469488,161,65
31,27316409878,60159992,166,51
89,25137084662,24737494,189,50
60,98075462149,93445087,151,67
61,05194832605,46320359,168,77
88,26451938033,23184048,160,94
30,67031459893,97152432,166,87
73,46178092369,19949076,169,66
70,53219460780,38718616,155,66
20,73910526470,40525983,197,63
30,59814627364,62477388,189,78
90,40537189297,15726904,157,72
82,67354082929,28239752,197,96
48,83246750190,97004416,197,76
18,48931067593,39542500,161,54
68,82340915732,64666421,153,50
77,46925710399,39810923,193,87
21,20678935483,89146129,164,59
47,74350921850,18022315,183,78
44,76389402538,52899711,200,82
63,61940325889,36103713,189,62
59,36087459200,82747181,181,51
21,83501246790,44104315,178,86
22,39250781695,55299439,198,52
51,17052943670,89257160,170,77
35,63542897000,85874466,170,79
59,47519620352,67056925,170,67
72,68291750386,94955510,158,95
24,71346980500,24745982,157,61
85,43601572907,66815237,166,56
44,95684072356,27919711,156,65
89,47826190304,77023227,199,58
51,60289735130,30302624,163,62
37,82376149509,83356637,152,51
78,48056231790,81701924,158,80
33,29876153455,19321958,191,87
35,80592471667,72947140,186,53
19,32861974591,59619289,156,74
18,85940263151,92188709,189,93
19,36914027803,97173474,178,95
87,51406297399,65487038,183,93
30,09758342150,99903061,190,88
86,42387561007,27136016,170,92
87,87615304920,25286777,200,75
75,15038729630,86153481,158,95
64,61254973800,47094482,170,61
24,58701249649,21086750,150,60
28,87604512976,55911813,156,68
48,61839527455,61268583,180,67
27,38517042905,67032959,186,82
89,37598216002,35743027,167,57
35,86041325708,85194337,172,83
29,91584723637,95984751,175,69
75,94610352761,40304147,194,67
34,62185079476,18698412,156,100
19,24316580906,77552233,153,59
68,02648159711,91218655,195,99
87,58231074635,74500295,161,93
75,75069324152,33984504,178,51
42,35624781008,55516327,166,100
87,69387214591,71452111,196,89
19,54168720390,69422556,184,99
63,35906182489,34793406,179,98
88,34108697278,16241039,189,100
40,70829654194,60747411,183,60
27,39465270199,77016882,163,70
52,04817659300,10636488,169,88
23,47820639547,26044315,153,50
79,96142537891,36096026,159,84
80,95308126712,55829194,156,92
70,24516893070,23310729,154,71
63,45792130680,95338720,176,97
65,43078129560,57932210,171,75
56,72548691020,83474547,197,71
63,01286957494,48218708,160,92
49,84256713964,11643405,177,60
24,07954268365,49017525,160,69
22,82763014526,18678865,159,70
69,85971364219,18513092,164,95
76,40317962507,83097006,179,70
26,18940653793,21048448,178,100
87,67340291822,11628214,168,50
46,01596324716,15333718,164,54
31,71635092434,98310771,166,70
72,26530478108,53245229,158,71
36,47569023838,84294559,183,94
83,57920346134,89352391,167,66
86,27549386056,37521673,178,66
29,04287951611,83859374,196,74
57,30418569720,23779476,182,89
82,12408379504,47710268,153,74
28,17620854371,20499115,193,95
47,17539604875,39787204,175,91
54,50241736943,71591087,187,80
76,51804279323,62117002,193,100
45,87296403500,98485603,196,87
70,38405729674,21790784,163,85
27,62509781430,19912824,163,75
54,01789356202,28486267,174,96
82,98245376000,40126110,160,78
60,03146279878,55697913,159,58
58,98152604720,62786832,198,89
86,17523690416,30154056,167,82
87,85247613007,57635280,183,57
64,57013428914,30552320,185,98
41,37219605480,31604689,154,67
22,75962843029,54005805,187,61
68,75239186030,31718440,194,66
43,02639741543,95080781,188,68
86,09134825606,99415989,163,67
62,40932865151,15361937,198,82
44,46905382124,10240443,199,52
66,72190384613,98776052,151,50
75,94712085649,28827390,159,70
54,07359612470,34192079,173,89
35,43950786139,87337070,169,54
36,20863579159,13932758,173,89
69,51432769855,29052497,172,100
60,67324589146,57002091,198,91
72,67839120512,11927056,165,80
26,49016357866,96094503,185,52
59,29164830713,34513191,160,66
47,43568019701,88862179,179,83
50,39147560207,57240199,200,70
22,94631257016,68043620,195,54
61,65129704894,67985856,191,63
49,05893641205,70029429,155,59
42,18063495748,45873501,199,77
48,02674891378,53146821,171,93
28,75346829164,54880261,174,86
61,04695832747,35081231,167,50
24,04675281958,91372663,166,72
85,56184907301,15897603,196,77
30,90247561894,64946819,192,60
72,74061928350,78412227,158,50
78,34256810790,14341809,182,98
83,17406395299,78461313,183,78
45,74162385017,78424149,188,53
90,82357190450,33659123,167,59
30,62318547955,16357285,160,84
34,50837164966,54878934,186,81
35,41298305705,55273189,174,74
68,56139472016,62752865,152,93
64,96307514299,98345387,181,62
48,19046372804,73323980,195,50
41,75341962800,31023160,170,52
30,20135964806,42329844,161,78
38,97208361487,79266655,153,91
84,93421765006,69451142,164,52
81,39685147000,11695560,175,73
85,26917408387,78312063,167,92
23,65827413062,74256533,171,69
65,12504378904,32760874,159,89
74,50168947366,18690248,164,80
77,08125346970,90581608,158,95
47,41082563951,21383309,156,63
36,32417650835,25107763,160,95
60,21547839023,25846579,159,61
82,72695438010,11812291,158,99
19,34902678187,77823189,166,66
39,25769380438,67966413,157,57
81,31827964537,86215146,161,76
78,05192486351,11606554,163,63
23,94761028530,73465967,169,95
78,06154723970,11256118,188,88
30,96354180270,51835225,193,90
35,38215407617,74817130,181,91
52,16705398221,87412115,151,62
73,85293164791,53644135,174,60
35,94213608778,52759328,183,95
29,91527860485,41008546,157,84
77,76239510840,49290072,182,93
87,24318597032,96216531,159,89
27,14520697867,34345160,185,85
26,67598032130,54992594,181,83
50,79436120516,80959214,185,73
52,05389261470,12998870,160,92
41,35102498797,37056067,168,85
80,01483972631,27513239,170,95
65,50784129649,71104861,199,74
90,95260418794,88402854,155,62
19,42069135799,20752199,181,54
88,72395486000,52472151,185,100
80,78325901497,47360492,153,57
50,02469571316,37157754,195,99
85,81462350771,32321744,173,61
81,04721385960,70136236,197,72
74,59316207886,49530004,182,69
19,49718205314,23752137,169,56
88,46935087210,73055187,193,97
75,32154987079,98340355,183,92
49,43095287160,90167609,200,91
70,32198647591,46452947,173,73
38,23781059677,51984627,198,85
68,01943527814,86735719,164,94
82,26581903795,88900058,184,69
65,96470283187,59671750,157,61
63,81739406575,24161464,192,61
72,23794168500,56412472,190,83
21,73049581204,24344296,186,64
22,46530872108,45470126,187,57
76,38254196737,30228354,158,55
20,45293760874,35376484,176,69
26,23074615907,13754433,197,100
57,79412608322,71569002,154,84
26,60478591357,88233923,183,71
47,30782541607,52674240,166,97
69,57023968121,15574098,195,70
87,81275360912,61944902,154,67
29,01962385442,61091071,192,100
66,01264598351,86560809,185,65
35,20367951886,84863296,192,96
49,02456978374,12186878,196,75
58,19056782312,67564501,172,52
32,40891765220,51406196,189,57
66,05213764916,44968071,162,62
86,57619482067,63765615,173,67
76,63981724003,12446404,187,77
62,10624983722,73987351,194,70
42,39046178269,36313804,181,50
31,97041236803,21967095,170,67
